TITLE,COMPANY_NAME,LOCATION,QUALIFICATIONS,SKILLS,JOBTYPE,,,,
Senior Cloud Infrastructure and Security Engineer,INTO University Partnerships,"Bengaluru, Karnataka",['BSc Hons or Equivalent in relevant field.'],"['Azure Load Balancer', 'Azure Policy', 'Network Security Groups', 'Azure Sentinel', 'Office 365', 'Azure Traffic Manager', 'Log Analytics', 'Azure Firewall', 'SQL IaaS', 'Box', 'Azure & MI', 'Azure ATP', 'Amazon web Services', 'Cloud App Security', 'ARM templates', 'cloud services', 'Azure AD Connect', 'Azure Security Center', 'Azure AD app registration & user provisioning', 'Azure VNET,', 'Azure Monitor and Insights', 'Azure Identity Access Management', 'Azure Virtual Machines', 'ADFS', 'HCI using Storage Spaces Direct', 'Microsoft Azure', 'Azure China', 'Azure Front Door Inc WAF policies', 'Defender ATP', 'Azure Application Gateway']","['Full-time, Regular / Permanent', 'Full-time']",,,,
Data and Analytics Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Master’s degree/Bachlelor’s degree in Applied Mathematics, Statistics, Machine Learning, Electrical Engineering, Computer Science/Information Systems.', '2.0-2 years of Data Science Experience in industry environment']","['Good conceptual understanding of ML / DL algorithms', 'Data science', 'version control tools', 'GIT', 'Python', 'ML / DL frameworks', 'tensorflow', 'OpenCV', 'Evaluate ML models', 'data cleaning', 'Pytorch', 'AI models', 'Atlassian toolchain', 'Build ML / DL models', 'Azure cloud tech stack', 'data science', 'distributed computing', 'NLP/image)']",,,,,
Engineer – FinOps Analytics Junior,Decision Minds India,"Bengaluru, Karnataka",,"['cloud certification', 'Strong analytical', 'Tableau', 'CI/CD /devops', ', test and Rollout functionality.', 'Ability to understand use cases', 'SQL', 'GCP Big Query']",,,,,
Senior Data/Analytics Engineer,5X,"Bengaluru, Karnataka",,"['AWS', 'Machine Learning', 'ETL/ELT and reporting/analytic tools', 'Google Data Studio', 'Data Engineering', 'orchestration tools', 'ETL/ELT', 'communicator', 'Streaming & Batch processing', 'statistical analysis', 'Remote Working', 'Airflow', 'business analysis', 'python', 'SQL database queries/analysis', 'data warehouses']","['Full-time, Regular / Permanent']",,,,
Data Engineer,Oracle,"Bengaluru, Karnataka","['Bachelor’s degree or equivalent experience in Computer Science, Information Systems, or related disciplines.']","['Azure Storage', 'Data Engineering', 'Problem solving skills', 'Azure SQL Data Warehouse', 'ML Studio', 'Good communication Skill', 'technical expertise', 'Databricks', 'Synapse', 'Python', 'Azure Data Lake.', 'Datalake', 'Logic Apps', 'Azure Synapse using Data Factory', 'presentation skills', 'leadership', 'Azure Data Lake Storage', 'Apache Spark/Scala', 'R', 'Azure Data Analytics', 'Azure Data Factory', 'communication', 'Scala']",,,,,
Solution Support Engineer,SAP,"Bengaluru, Karnataka","['Bachelor’s Degree with a minimum of 3+ years of experience in Support, Software Development, IT, or Quality Assurance #SAPInternalT2 We build breakthroughs together SAP innovations']","['SQL Reading Java', 'object-oriented programming XML', 'SAML', 'SOAP UI', 'written and oral communication', 'html Troubleshooting and debugging']",,,,,
Engineer - Aerodyanmics,Airbus,"Bengaluru, Karnataka","[""Master's degree (or equivalent) in Aerospace or Mechanical Engineering Year of Experience : 0-2 years Strong background in CAD Good competence in CFD Basic programming languages skills""]","['validate numerical results.', 'creativity', 'Good communication skills', 'Machine learning', 'English This job', 'problem solving', 'Flight Physics', 'data analytics', 'teamwork', 'collaboration']",,,,,
Software Developer 2,Oracle,"Bengaluru, Karnataka","['5+ years of software engineering or related experience', 'BS or MS degree or equivalent experience relevant to functional area.']","['Shell Scripting', 'JAVA & JEE & web technologies technologies', 'communication skills', 'Object Oriented Javascript(OOJS', 'leadership skills', 'RESTFull apis', 'SOAP APIs', 'Docker', 'Java', 'JEE', 'Elastic Search', 'Kubernetes', 'Strong knowledge data structure & algorithm', 'Lucene']",,,,,
Analysis & Simulation Engineer,Cyient,"Bengaluru, Karnataka",,"['FE modeling', 'ANSYS', 'FEA tools', 'steady state and transient thermal analysis', 'classical hand calculation', 'damage tolerance analysis', 'FE analysis tool', 'non-linear static analysis', 'Structural analysis of mechanical components']",,,,,
Senior Cloud DevOps Architect,BOEING,"Bengaluru, Karnataka","[""to 16 years' related work experience or an equivalent combination of education and experience (Masters with 12+ years of experience)"", ""Bachelor's degree or higher is required Knowledge in the Architecting and Designing applications"", ""Bachelor's degree or higher Typical Education & Experience""]","['Jenkins', 'EFK Stack', 'ALM tools', 'Azure Policy', 'Docker', 'DevOps', 'ELK stack', 'Gradle', 'DB', 'AKS', 'App services', 'analytical and problem-solving capabilities', 'Artifactory', 'Ansible', 'DEV-SEC-OPS methodologies', 'DevSecOps tools', 'Git', 'Azure DEVOPS', 'Cloud-based managed services', 'PostgreSQL', 'HashiCorp Products.', 'Golang', 'App Monitoring', 'Relational DB modelling Database', 'My SQL', 'Grafana', 'GitLab', 'AzureAD', 'KeyStore', 'JFrog Artifactory', 'Azure monitor', 'presentation skills', 'Microservices', 'Azure Security Center', 'ClearCase)', 'Error Logging', 'interface diagrams', 'Agile', 'Managed SQL Services', 'SonarQube', 'Prometheus', 'Azure AD', 'Azure DevOps.', 'developing scripts', 'observability products', 'Maven', 'communication', 'Analytics Proficient', 'Cloud Native architectures']",,,,,
Associate Engineer - Aerodynamics,Airbus,"Bengaluru, Karnataka","['Year of Experience : 0-2 years', ""Master's degree (or equivalent) in Aerospace or Mechanical Engineering""]","['Good communication skills', 'Hotmail', 'Yahoo mail', 'Machine learning', 'Ability to prioritize', 'Basic programming languages skills', 'problem solving capability', 'competence in CFD']",,,,,
Associate Software Engineer - Test,BOEING,"Bengaluru, Karnataka","[""Bachelor) and typically 6 or more years' related work experience or an equivalent combination of education and experience (e.g. Master+4 years' related work experience, etc."", 'Bachelor’s or Master of Engineering degree 6+ years of related work experience in Avionics or networking systems software Validation/Verification, Functional Integration and certification.']","['messaging protocols', 'Bash/Shell scripting', 'troubleshooting and debugging skills', 'Test Automation for Boeing India Engineering (BIE) Software', 'REST', 'SNMP', 'Analytical Skills', 'HTTP', 'requirement based testing of Onboard Avionics Software Experience', 'version control', 'RTSP', 'RTP', 'selenium.', 'command line utilities in Linux', 'networking systems', 'configuration management tools', 'Systems Thinking', 'Atlassian Suites', 'Python Scripting/programming.', 'communications skills', 'ARINC protocols', 'Robot/Cucumber']",,,,,
Experienced Software Engineer,BOEING,"Bengaluru, Karnataka","[""Bachelor's degree or higher Typical Education & Experience"", ""Bachelor's degree or higher Experience in Python"", ""8 to 12 years' related work experience or an equivalent combination of education and experience.""]","['PDR', 'CDR', 'TRR', 'Develop automated/manual Test scenarios to test High Level and Low-Level Software requirements', 'C++', 'Software integration testing', 'Systems Thinking', 'Analytical Skills', 'SRR', 'Agile development model', 'communications skills', 'automated and functional testing', 'version control', 'collect, organize, synthesize, and analyze data', 'Develop test cases and test procedure for High Level and Low-Level Software requirements', 'OOPS concept']",,,,,
Lead Java FullStack Developer,BOEING,"Bengaluru, Karnataka","[""Technical Bachelor's degree or Master degree"", ""Bachelor) and typically 12 or more years' related work experience or an equivalent combination of education and experience (e.g. Master+ 11 years' related work experience.""]","['Node JS.', 'AutoSys', 'HTML5', 'RabbitMQ', 'Microservices', 'JMS', 'Advanced Data Structures', 'React JS', 'data modelling', 'DevOps', 'Artifactory', 'communication', 'Kubernetes', 'Jquery', 'UI frameworks', 'SonarQube', 'Azure Certification', 'communication skills', 'proficient in “business-speak', 'ReactJS', 'SQL', 'writes interface control documents', 'Kafka', 'Javascript', 'GitLab', 'Service Discovery', 'JavaScript frameworks', 'Management', 'Webflux', 'presentation', 'Spring Boot', 'Quartz Scheduler', 'object-oriented programming', 'SVN', 'JPA', 'MQ', 'CSS3', 'CSS', 'Backbone JS', 'Agile', 'AMQP', 'Ansible', 'Urbancode', 'plans interfaces', 'Hibernate', 'Gradle', 'Maven', 'Azure Services', 'Redis Streams', 'programming skills', 'Spring', 'data and process models', 'JavaScript', 'Azure Functions', 'MVC', 'Spring Integration', '“tech-speak', 'HTML', 'architecture', 'Error Logging', 'NodeJS', 'Spring Framework', 'Cloudbased managed services', 'Bootstrap', 'JQuery', 'Jenkins', 'Docker', 'Spring Security.', 'TFS', 'Scheduling framework', 'Good understanding of Relational database experience', 'AngularJS', 'Pivotal Cloud Foundry', 'ALM tools', 'Java/J2EE applications', 'Spring Batch', 'full stack modules', 'fluent in English', 'ClearCase', 'AJAX', 'presentation skills']",,,,,
Senior Software Architect – Performance Engineering,BOEING,"Bengaluru, Karnataka","[""Technical Bachelor's degree or Master degree"", ""advanced education (e.g. Bachelor) and typically 12 years' related work experience or an equivalent combination of education and experience (e.g. Master + 11 years' related work experience.""]","['performance analysis', 'DB', 'Load Runner', 'Performance testing', 'object-oriented programming', 'Cloud-based managed services', '“tech-speak', 'SVN', '“business-speak', 'Geo Spatial data applications', 'Product Management', '-SEC-OPS methodologies', 'Performance Engineering', 'fluent in English, both spoken and written', 'NoSQL', 'DevOps', 'architecture', 'Artifactory', 'Pivotal Cloud Foundry', 'Agile', 'ALM tools', 'Error Logging', 'Kubernetes', 'scripts', 'Java/J2EE applications', 'WebLoad', 'communication skills', 'SonarQube', 'Ansible', 'Urbancode', 'APIs & Application development', 'performance engineering tools', 'Jenkins', 'Apache JMeter', 'Gradle', 'Maven', 'Docker', 'Relational', 'ClearCase', 'Load Ninja', 'GitLab', 'API & Application development', 'TFS', 'programming skills', 'Excellent presentation', 'Azure DEVOPS']",,,,,
Omics Data Engineer,Merck KGaA Darmstadt Germany,"Bengaluru, Karnataka",,"['RNASeq and', 'biological data', 'DNA sequencing', 'DNASeq data processing', 'gene expression', 'proteomics', 'AWS S3 understanding of controlled vocabularies and ontologies', 'Linux command line', 'Python programming', 'cleaning in biology or healthcare attention to detail', 'RShiny programming', 'R programming', 'data engineering', 'shell scripting', 'data management']",,,,,
Data Engineer,Shell,"Bengaluru, Karnataka",,,,,,,
Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka",,"['Strong communication skills', 'Excellent Programming skills in Python', 'Azure Databricks', 'Hadoop systems', 'Data Analytics', 'data algorithms', 'logical , analytical and problem solving skills', 'Data engineering', 'object oriented design', 'communication', 'cloud platform', 'Azure Data Factory', 'Pyspark', 'SparkSQL', 'Azure Experience', 'Programming skills in Python', 'Big Data Clusters', 'postgres database', 'MAPR Clusters', 'SQL', 'Cloud/MAPR', 'programming skills', 'relational database', 'problem solving skills', 'Strong programming skills']",,,,,
Big Data CoE - Engineering.IT Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['B.E/ME/B. Tech/ M. Tech in Computer science or any other engineering discipline', ""Bachelor's /post graduate degree in Computer Science, Computer Engineering or Data Science, Data Engineering""]","['Pyspark.', 'statistical techniques.', 'below technologies', 'highly motivated', 'Databricks', 'technically proficient professional', 'Python', 'Agile/SDLC', 'ADLS', 'Data factory', 'building Knowledge Base (KB) Experience', 'Azure']",,,,,
Big Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka",,"['mongoDB', 'AWS', 'noSQL DB', 'Docker containers', 'problem solving skills', 'object oriented design', 'Programming skills in Python', 'microservices is', 'Airflow', 'Big Data Clusters', 'MAPR Clusters', 'SQL', 'Azure', 'Data Clusters', 'CI/CD pipeline', 'cloud', 'Good communication skills', 'object oriented design Experience', 'postgres']",,,,,
Data Scientist - Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Bachelors or Masters in Computer Science, Electrical/Electronic Engineering from tier-I universities Relevant Experience Required: 2 years to 5 years Skill Requirements', 'Bachelors or Masters in Computer Science, Electrical/Electronic Engineering from tier-I universities Relevant Experience Required']","['pandas', 'architecting End2End BI & analytics', 'Kibana know-how', 'Deep learning algorithms', 'Kibana', 'Elastic search', 'communication', 'Azure Data Factory', 'ML/DL', 'RDBMS', 'Pyspark', 'SparkSQL', 'Machine learning', 'machine learning algorithms', 'Azure/Big data platform', 'Azure cloud', 'HD Insights', 'statistical analysis', 'SQL programming', 'Data Bricks', 'deep learning networks.', 'artificial intelligence algorithms', 'Strong programming skills']",,,,,
Data Engineer,Travelopia,"Bengaluru, Karnataka","['3 to 6 years of professional software development/engineering.', ""Minimum education Bachelor's degree with relevant experience.""]","['software engineering best practices', 'AWS Redshift/GCP Big Query/Oracle DW', 'Cloud Environments', 'Python coding', 'Technical skills', 'build and infrastructure automation, testing, and performance tuning.', 'Critical thinker', 'AWS', 'PostgreSQL/MySQL/MS SQL.', 'databases', 'source control', 'pairing/peering']",,,,,
Data Engineer- Junior,Cubera,"Bengaluru, Karnataka",,"['Java/Python.', 'engineering experience', 'technical skills']",['Full Time'],,,,
Principal Software Architect - Security Engineering,BOEING,"Bengaluru, Karnataka","[""Technical Bachelor's degree or Master degree"", ""12 years' related work experience or an equivalent combination of education and experience (e.g. Master + 11 years' related work experience.""]","['API Management', 'Spring Boot', 'Node JS.', 'Good understanding of Relational database experience', 'cloud scale API applications', 'object-oriented programming', 'Cloud-based managed services', '“tech-speak', 'AngularJS', '“business-speak', 'JPA', 'Product Management', 'SVN)', 'CSS', 'React JS', 'data modelling', 'HTML', 'Backbone JS', 'Spring MVC', 'DevOps', 'Pivotal Cloud Foundry', 'Artifactory', 'Agile', 'ALM tools', 'Error Logging', 'JavaScript', 'thread modeling', 'Kubernetes', 'Java/J2EE applications', 'UI frameworks', 'communication skills', 'SonarQube', 'Ansible', 'Urbancode', 'Bootstrap', 'JQuery', 'Jenkins', 'Gradle', 'SQL', 'fluent in English', 'Maven', 'Docker', 'ClearCase', 'DecSecOps methodologies', 'GitLab', 'TFS', 'Service Discovery', 'Azure DEVOPS', 'APIs development', 'JavaScript frameworks', 'AJAX', 'Security Engineering']",,,,,
Data Engineer,COMPEGENCE,"Bengaluru, Karnataka","[""Bachelor's (Required) Experience""]","['Data Architecture', 'Performance Tuning and Optimization', 'Data Warehouse', 'Analytics.', 'Solid SQL', 'Data Cleansing', 'Exception handling', 'DWH, BI, ETL', 'ETL tool', 'Data Modeling', 'Data Manipulation', 'Stored Procedure', 'Shell Scripting', 'ETL', 'Analytics', 'Data Quality', 'Dynamic SQL', 'SQL', 'Store Procedures Expertise(Mastery', 'BI', 'DWH Design', 'Data Migration', 'hands on']",['Full-time'],,,,
Data Architect,Impetus Technologies,"Bengaluru, Karnataka",,"['database vs data warehouse', 'DynamoDB', 'AWS CLI)', 'cloud computing platforms', 'Oozie', 'data analytics systems', 'data warehouse architecture', 'Glue', 'SQL', 'YARN', 'Sqoop', 'Streaming', 'Flume', 'Avro', 'MR & HDFS', 'AWS', 'MLLib', 'Apache Hadoop', 'Apache Spark', 'Redshift', 'Zookeeper', 'Linux computing environment', 'Hive', 'distributed computing frameworks', 'HBase', 'EMR,', 'command line tools', 'S3 services', 'Java', 'shell/Python scripting', 'warehouse']",,,,,
Data Architect,Infosys,"Bengaluru, Karnataka",,"['Visual Design', 'data visualization']",,,,,
Data Analytics Architect,Wipro Limited,"Bengaluru, Karnataka",,"['Conceptual, Logical andphysical database architectures', 'relational data modelling', 'Master Data Management', 'leadership', 'Systems Thinking', 'knowledge sharing', 'MDM', 'In-depth knowledge of and mastery overecosystem technology', 'Deep specialized understanding of theecosystem practice', 'Metadata Management', 'DG', 'Leveraging Technology']",,,,,
Data Architect - Data Warehousing,Bosch Group,"Bengaluru, Karnataka","[""Bachelor / master's degree in engineering with specialization in Information technology or electrical or equivalent 15+ experience in Business intelligence and analytics solutions TOGAF certification""]","['data extraction', 'visualization technologies', 'SQL, PL/SQL', 'descriptive, diagnostic, predictive and prescriptive analytics methods', 'communication', 'Dimensional modeling', 'Content-based Leadership qualities', 'Data Warehouse', 'data ware housing', 'data architecture', 'modelling tools', 'data analytics', 'data modelling', 'SAP Power Designer', 'RDBMS']",,,,,
